Country,alpha_3,Date,Infected
Barbados,BRB,1/26/2020,0
Belarus,BLR,1/26/2020,0
Belgium,BEL,1/26/2020,0
Belize,BLZ,1/26/2020,0
Benin,BEN,1/26/2020,0
Bhutan,BTN,1/26/2020,0
Bolivia,BOL,1/26/2020,0
Bosnia and Herzegovina,BIH,1/26/2020,0
Botswana,BWA,1/26/2020,0
Brazil,BRA,1/26/2020,0
Brunei,BRN,1/26/2020,0
Bulgaria,BGR,1/26/2020,0
Burkina Faso,BFA,1/26/2020,0
Burma,BUM,1/26/2020,0
Burundi,BDI,1/26/2020,0
Cabo Verde,CPV,1/26/2020,0
Cambodia,KHM,1/26/2020,0
Cameroon,CMR,1/26/2020,0
Canada,CAN,1/26/2020,1
Central African Republic,CAF,1/26/2020,0
Chad,TCD,1/26/2020,0
Chile,CHL,1/26/2020,0
China,CHN,1/26/2020,2075
Colombia,COL,1/26/2020,0
Congo (Brazzaville),COG,1/26/2020,0
Congo (Kinshasa),COD,1/26/2020,0
Costa Rica,CRI,1/26/2020,0
Cote d'Ivoire,CIV,1/26/2020,0
Croatia,HRV,1/26/2020,0
Cuba,CUB,1/26/2020,0
Cyprus,CYP,1/26/2020,0
Czechia,CZE,1/26/2020,0
Denmark,DNK,1/26/2020,0
Djibouti,DJI,1/26/2020,0
Dominica,DMA,1/26/2020,0
Dominican Republic,DOM,1/26/2020,0
Ecuador,ECU,1/26/2020,0
Egypt,EGY,1/26/2020,0
El Salvador,SLV,1/26/2020,0
Equatorial Guinea,GNQ,1/26/2020,0
Eritrea,ERI,1/26/2020,0
Estonia,EST,1/26/2020,0
Eswatini,SWZ,1/26/2020,0
Ethiopia,ETH,1/26/2020,0
Fiji,FJI,1/26/2020,0
Finland,FIN,1/26/2020,0
France,FRA,1/26/2020,3
Gabon,GAB,1/26/2020,0
Gambia,GMB,1/26/2020,0
Georgia,GEO,1/26/2020,0
Germany,DEU,1/26/2020,0
Ghana,GHA,1/26/2020,0
Greece,GRC,1/26/2020,0
Grenada,GRD,1/26/2020,0
Guatemala,GTM,1/26/2020,0
Guinea,GIN,1/26/2020,0
Guinea-Bissau,GNB,1/26/2020,0
Guyana,GUY,1/26/2020,0
Haiti,HTI,1/26/2020,0
Holy See,VAT,1/26/2020,0
Honduras,HND,1/26/2020,0
Hungary,HUN,1/26/2020,0
Iceland,ISL,1/26/2020,0
India,IND,1/26/2020,0
Indonesia,IDN,1/26/2020,0
Iran,IRN,1/26/2020,0
Iraq,IRQ,1/26/2020,0
Ireland,IRL,1/26/2020,0
Israel,ISR,1/26/2020,0
Italy,ITA,1/26/2020,0
Jamaica,JAM,1/26/2020,0
Japan,JPN,1/26/2020,4
Jordan,JOR,1/26/2020,0
Kazakhstan,KAZ,1/26/2020,0
Kenya,KEN,1/26/2020,0
"Korea, South",KOR,1/26/2020,3
Kosovo,RKS,1/26/2020,0
Kuwait,KWT,1/26/2020,0
Kyrgyzstan,KGZ,1/26/2020,0
Laos,LAO,1/26/2020,0
Latvia,LVA,1/26/2020,0
Lebanon,LBN,1/26/2020,0
Liberia,LBR,1/26/2020,0
Libya,LBY,1/26/2020,0
Liechtenstein,LIE,1/26/2020,0
Lithuania,LTU,1/26/2020,0
Luxembourg,LUX,1/26/2020,0
Madagascar,MDG,1/26/2020,0
Malawi,MWI,1/26/2020,0
Malaysia,MYS,1/26/2020,4
Maldives,MDV,1/26/2020,0
Mali,MLI,1/26/2020,0
Malta,MLT,1/26/2020,0
Mauritania,MRT,1/26/2020,0
Mauritius,MUS,1/26/2020,0
Mexico,MEX,1/26/2020,0
Moldova,MDA,1/26/2020,0
Monaco,MCO,1/26/2020,0
Mongolia,MNG,1/26/2020,0
Montenegro,MNE,1/26/2020,0
Morocco,MAR,1/26/2020,0
Mozambique,MOZ,1/26/2020,0
Namibia,NAM,1/26/2020,0
Nepal,NPL,1/26/2020,1
Netherlands,NLD,1/26/2020,0
New Zealand,NZL,1/26/2020,0
Nicaragua,NIC,1/26/2020,0
Niger,NER,1/26/2020,0
Nigeria,NGA,1/26/2020,0
North Macedonia,MKD,1/26/2020,0
Norway,NOR,1/26/2020,0
Oman,OMN,1/26/2020,0
Pakistan,PAK,1/26/2020,0
Panama,PAN,1/26/2020,0
Papua New Guinea,PNG,1/26/2020,0
Paraguay,PRY,1/26/2020,0
Peru,PER,1/26/2020,0
Philippines,PHL,1/26/2020,0
Poland,POL,1/26/2020,0
Portugal,PRT,1/26/2020,0
Qatar,QAT,1/26/2020,0
Romania,ROU,1/26/2020,0
Russia,RUS,1/26/2020,0
Rwanda,RWA,1/26/2020,0
Saint Kitts and Nevis,KNA,1/26/2020,0
Saint Lucia,LCA,1/26/2020,0
Saint Vincent and the Grenadines,VCT,1/26/2020,0
San Marino,SMR,1/26/2020,0
Sao Tome and Principe,STP,1/26/2020,0
Saudi Arabia,SAU,1/26/2020,0
Senegal,SEN,1/26/2020,0
Serbia,SRB,1/26/2020,0
Seychelles,SYC,1/26/2020,0
Sierra Leone,SLE,1/26/2020,0
Singapore,SGP,1/26/2020,4
Slovakia,SVK,1/26/2020,0
Slovenia,SVN,1/26/2020,0
Somalia,SOM,1/26/2020,0
South Africa,ZAF,1/26/2020,0
South Sudan,SSD,1/26/2020,0
Spain,ESP,1/26/2020,0
Sri Lanka,LKA,1/26/2020,0
Sudan,SDN,1/26/2020,0
Suriname,SUR,1/26/2020,0
Sweden,SWE,1/26/2020,0
Switzerland,CHE,1/26/2020,0
Syria,SYR,1/26/2020,0
Taiwan*,TWN,1/26/2020,4
Tanzania,TZA,1/26/2020,0
Thailand,THA,1/26/2020,8
Timor-Leste,TLS,1/26/2020,0
Togo,TGO,1/26/2020,0
Trinidad and Tobago,TTO,1/26/2020,0
Tunisia,TUN,1/26/2020,0
Turkey,TUR,1/26/2020,0
US,USA,1/26/2020,5
Uganda,UGA,1/26/2020,0
Ukraine,UKR,1/26/2020,0
United Arab Emirates,ARE,1/26/2020,0
United Kingdom,GBR,1/26/2020,0
Uruguay,URY,1/26/2020,0
Uzbekistan,UZB,1/26/2020,0
Venezuela,VEN,1/26/2020,0
Vietnam,VNM,1/26/2020,2
Western Sahara,ESH,1/26/2020,0
Yemen,YEM,1/26/2020,0
Zambia,ZMB,1/26/2020,0
Zimbabwe,ZWE,1/26/2020,0
Afghanistan,AFG,1/27/2020,0
Albania,ALB,1/27/2020,0
Algeria,DZA,1/27/2020,0
Andorra,AND,1/27/2020,0
Angola,AGO,1/27/2020,0
Antigua and Barbuda,ATG,1/27/2020,0
Argentina,ARG,1/27/2020,0
Armenia,ARM,1/27/2020,0
Australia,AUS,1/27/2020,5
Austria,AUT,1/27/2020,0
Azerbaijan,AZE,1/27/2020,0
Bahamas,BHS,1/27/2020,0
Bahrain,BHR,1/27/2020,0
Bangladesh,BGD,1/27/2020,0
Barbados,BRB,1/27/2020,0
Belarus,BLR,1/27/2020,0
Belgium,BEL,1/27/2020,0
Belize,BLZ,1/27/2020,0
Benin,BEN,1/27/2020,0
Bhutan,BTN,1/27/2020,0
Bolivia,BOL,1/27/2020,0
Bosnia and Herzegovina,BIH,1/27/2020,0
Botswana,BWA,1/27/2020,0
Brazil,BRA,1/27/2020,0
Brunei,BRN,1/27/2020,0
Bulgaria,BGR,1/27/2020,0
Burkina Faso,BFA,1/27/2020,0
Burma,BUM,1/27/2020,0
Burundi,BDI,1/27/2020,0
Cabo Verde,CPV,1/27/2020,0
Cambodia,KHM,1/27/2020,1
Cameroon,CMR,1/27/2020,0
Canada,CAN,1/27/2020,1
Central African Republic,CAF,1/27/2020,0
Chad,TCD,1/27/2020,0
Chile,CHL,1/27/2020,0
China,CHN,1/27/2020,2877
Colombia,COL,1/27/2020,0
Congo (Brazzaville),COG,1/27/2020,0
Congo (Kinshasa),COD,1/27/2020,0
Costa Rica,CRI,1/27/2020,0
Cote d'Ivoire,CIV,1/27/2020,0
Croatia,HRV,1/27/2020,0
Cuba,CUB,1/27/2020,0
Cyprus,CYP,1/27/2020,0
Czechia,CZE,1/27/2020,0
Denmark,DNK,1/27/2020,0
Djibouti,DJI,1/27/2020,0
Dominica,DMA,1/27/2020,0
Dominican Republic,DOM,1/27/2020,0
Ecuador,ECU,1/27/2020,0
Egypt,EGY,1/27/2020,0
El Salvador,SLV,1/27/2020,0
Equatorial Guinea,GNQ,1/27/2020,0
Eritrea,ERI,1/27/2020,0
Estonia,EST,1/27/2020,0
Eswatini,SWZ,1/27/2020,0
Ethiopia,ETH,1/27/2020,0
Fiji,FJI,1/27/2020,0
Finland,FIN,1/27/2020,0
France,FRA,1/27/2020,3
Gabon,GAB,1/27/2020,0
Gambia,GMB,1/27/2020,0
Georgia,GEO,1/27/2020,0
Germany,DEU,1/27/2020,1
Ghana,GHA,1/27/2020,0
Greece,GRC,1/27/2020,0
Grenada,GRD,1/27/2020,0
Guatemala,GTM,1/27/2020,0
Guinea,GIN,1/27/2020,0
Guinea-Bissau,GNB,1/27/2020,0
Guyana,GUY,1/27/2020,0
Haiti,HTI,1/27/2020,0
Holy See,VAT,1/27/2020,0
Honduras,HND,1/27/2020,0
Hungary,HUN,1/27/2020,0
Iceland,ISL,1/27/2020,0
India,IND,1/27/2020,0
Indonesia,IDN,1/27/2020,0
Iran,IRN,1/27/2020,0
Iraq,IRQ,1/27/2020,0
Ireland,IRL,1/27/2020,0
Israel,ISR,1/27/2020,0
Italy,ITA,1/27/2020,0
Jamaica,JAM,1/27/2020,0
Japan,JPN,1/27/2020,4
Jordan,JOR,1/27/2020,0
Kazakhstan,KAZ,1/27/2020,0
Kenya,KEN,1/27/2020,0
"Korea, South",KOR,1/27/2020,4
Kosovo,RKS,1/27/2020,0
Kuwait,KWT,1/27/2020,0
Kyrgyzstan,KGZ,1/27/2020,0
Laos,LAO,1/27/2020,0
Latvia,LVA,1/27/2020,0
Lebanon,LBN,1/27/2020,0
Liberia,LBR,1/27/2020,0
Libya,LBY,1/27/2020,0
Liechtenstein,LIE,1/27/2020,0
Lithuania,LTU,1/27/2020,0
Luxembourg,LUX,1/27/2020,0
Madagascar,MDG,1/27/2020,0
Malawi,MWI,1/27/2020,0
Malaysia,MYS,1/27/2020,4
Maldives,MDV,1/27/2020,0
Mali,MLI,1/27/2020,0
Malta,MLT,1/27/2020,0
Mauritania,MRT,1/27/2020,0
Mauritius,MUS,1/27/2020,0
Mexico,MEX,1/27/2020,0
Moldova,MDA,1/27/2020,0
Monaco,MCO,1/27/2020,0
Mongolia,MNG,1/27/2020,0
Montenegro,MNE,1/27/2020,0
Morocco,MAR,1/27/2020,0
Mozambique,MOZ,1/27/2020,0
Namibia,NAM,1/27/2020,0
Nepal,NPL,1/27/2020,1
Netherlands,NLD,1/27/2020,0
New Zealand,NZL,1/27/2020,0
Nicaragua,NIC,1/27/2020,0
Niger,NER,1/27/2020,0
Nigeria,NGA,1/27/2020,0
North Macedonia,MKD,1/27/2020,0
Norway,NOR,1/27/2020,0
Oman,OMN,1/27/2020,0
Pakistan,PAK,1/27/2020,0
Panama,PAN,1/27/2020,0
Papua New Guinea,PNG,1/27/2020,0
Paraguay,PRY,1/27/2020,0
Peru,PER,1/27/2020,0
Philippines,PHL,1/27/2020,0
Poland,POL,1/27/2020,0
Portugal,PRT,1/27/2020,0
Qatar,QAT,1/27/2020,0
Romania,ROU,1/27/2020,0
Russia,RUS,1/27/2020,0
Rwanda,RWA,1/27/2020,0
Saint Kitts and Nevis,KNA,1/27/2020,0
Saint Lucia,LCA,1/27/2020,0
Saint Vincent and the Grenadines,VCT,1/27/2020,0
San Marino,SMR,1/27/2020,0
Sao Tome and Principe,STP,1/27/2020,0
Saudi Arabia,SAU,1/27/2020,0
Senegal,SEN,1/27/2020,0
Serbia,SRB,1/27/2020,0
Seychelles,SYC,1/27/2020,0
Sierra Leone,SLE,1/27/2020,0
Singapore,SGP,1/27/2020,5
Slovakia,SVK,1/27/2020,0
Slovenia,SVN,1/27/2020,0
Somalia,SOM,1/27/2020,0
South Africa,ZAF,1/27/2020,0
South Sudan,SSD,1/27/2020,0
Spain,ESP,1/27/2020,0
Sri Lanka,LKA,1/27/2020,1
Sudan,SDN,1/27/2020,0
Suriname,SUR,1/27/2020,0
Sweden,SWE,1/27/2020,0
Switzerland,CHE,1/27/2020,0
Syria,SYR,1/27/2020,0
Taiwan*,TWN,1/27/2020,5
Tanzania,TZA,1/27/2020,0
Thailand,THA,1/27/2020,8
Timor-Leste,TLS,1/27/2020,0
Togo,TGO,1/27/2020,0
Trinidad and Tobago,TTO,1/27/2020,0
Tunisia,TUN,1/27/2020,0
Turkey,TUR,1/27/2020,0
US,USA,1/27/2020,5
Uganda,UGA,1/27/2020,0
Ukraine,UKR,1/27/2020,0
United Arab Emirates,ARE,1/27/2020,0
United Kingdom,GBR,1/27/2020,0
Uruguay,URY,1/27/2020,0
Uzbekistan,UZB,1/27/2020,0
Venezuela,VEN,1/27/2020,0
Vietnam,VNM,1/27/2020,2
Western Sahara,ESH,1/27/2020,0
Yemen,YEM,1/27/2020,0
Zambia,ZMB,1/27/2020,0
Zimbabwe,ZWE,1/27/2020,0
Afghanistan,AFG,1/28/2020,0
Albania,ALB,1/28/2020,0
Algeria,DZA,1/28/2020,0
Andorra,AND,1/28/2020,0
Angola,AGO,1/28/2020,0
Antigua and Barbuda,ATG,1/28/2020,0
Argentina,ARG,1/28/2020,0
Armenia,ARM,1/28/2020,0
Australia,AUS,1/28/2020,5
Austria,AUT,1/28/2020,0
Azerbaijan,AZE,1/28/2020,0
Bahamas,BHS,1/28/2020,0
Bahrain,BHR,1/28/2020,0
Bangladesh,BGD,1/28/2020,0
Barbados,BRB,1/28/2020,0
Belarus,BLR,1/28/2020,0
Belgium,BEL,1/28/2020,0
Belize,BLZ,1/28/2020,0
Benin,BEN,1/28/2020,0
Bhutan,BTN,1/28/2020,0
Bolivia,BOL,1/28/2020,0
Bosnia and Herzegovina,BIH,1/28/2020,0
Botswana,BWA,1/28/2020,0
Brazil,BRA,1/28/2020,0
Brunei,BRN,1/28/2020,0
Bulgaria,BGR,1/28/2020,0
Burkina Faso,BFA,1/28/2020,0
Burma,BUM,1/28/2020,0
Burundi,BDI,1/28/2020,0
Cabo Verde,CPV,1/28/2020,0
Cambodia,KHM,1/28/2020,1
Cameroon,CMR,1/28/2020,0
Canada,CAN,1/28/2020,2
Central African Republic,CAF,1/28/2020,0
Chad,TCD,1/28/2020,0
Chile,CHL,1/28/2020,0
China,CHN,1/28/2020,5509
Colombia,COL,1/28/2020,0
Congo (Brazzaville),COG,1/28/2020,0
Congo (Kinshasa),COD,1/28/2020,0
Costa Rica,CRI,1/28/2020,0
Cote d'Ivoire,CIV,1/28/2020,0
Croatia,HRV,1/28/2020,0
Cuba,CUB,1/28/2020,0
Cyprus,CYP,1/28/2020,0
Czechia,CZE,1/28/2020,0
Denmark,DNK,1/28/2020,0
Djibouti,DJI,1/28/2020,0
Dominica,DMA,1/28/2020,0
Dominican Republic,DOM,1/28/2020,0
Ecuador,ECU,1/28/2020,0
Egypt,EGY,1/28/2020,0
El Salvador,SLV,1/28/2020,0
Equatorial Guinea,GNQ,1/28/2020,0
Eritrea,ERI,1/28/2020,0
Estonia,EST,1/28/2020,0
Eswatini,SWZ,1/28/2020,0
Ethiopia,ETH,1/28/2020,0
Fiji,FJI,1/28/2020,0
Finland,FIN,1/28/2020,0
France,FRA,1/28/2020,4
Gabon,GAB,1/28/2020,0
Gambia,GMB,1/28/2020,0
Georgia,GEO,1/28/2020,0
Germany,DEU,1/28/2020,4
Ghana,GHA,1/28/2020,0
Greece,GRC,1/28/2020,0
Grenada,GRD,1/28/2020,0
Guatemala,GTM,1/28/2020,0
Guinea,GIN,1/28/2020,0
Guinea-Bissau,GNB,1/28/2020,0
Guyana,GUY,1/28/2020,0
Haiti,HTI,1/28/2020,0
Holy See,VAT,1/28/2020,0
Honduras,HND,1/28/2020,0
Hungary,HUN,1/28/2020,0
Iceland,ISL,1/28/2020,0
India,IND,1/28/2020,0
Indonesia,IDN,1/28/2020,0
Iran,IRN,1/28/2020,0
Iraq,IRQ,1/28/2020,0
Ireland,IRL,1/28/2020,0
Israel,ISR,1/28/2020,0
Italy,ITA,1/28/2020,0
Jamaica,JAM,1/28/2020,0
Japan,JPN,1/28/2020,7
Jordan,JOR,1/28/2020,0
Kazakhstan,KAZ,1/28/2020,0
Kenya,KEN,1/28/2020,0
"Korea, South",KOR,1/28/2020,4
Kosovo,RKS,1/28/2020,0
Kuwait,KWT,1/28/2020,0
Kyrgyzstan,KGZ,1/28/2020,0
Laos,LAO,1/28/2020,0
Latvia,LVA,1/28/2020,0
Lebanon,LBN,1/28/2020,0
Liberia,LBR,1/28/2020,0
Libya,LBY,1/28/2020,0
Liechtenstein,LIE,1/28/2020,0
Lithuania,LTU,1/28/2020,0
Luxembourg,LUX,1/28/2020,0
Madagascar,MDG,1/28/2020,0
Malawi,MWI,1/28/2020,0
Malaysia,MYS,1/28/2020,4
Maldives,MDV,1/28/2020,0
Mali,MLI,1/28/2020,0
Malta,MLT,1/28/2020,0
Mauritania,MRT,1/28/2020,0
Mauritius,MUS,1/28/2020,0
Mexico,MEX,1/28/2020,0
Moldova,MDA,1/28/2020,0
Monaco,MCO,1/28/2020,0
Mongolia,MNG,1/28/2020,0
Montenegro,MNE,1/28/2020,0
Morocco,MAR,1/28/2020,0
Mozambique,MOZ,1/28/2020,0
Namibia,NAM,1/28/2020,0
Nepal,NPL,1/28/2020,1
Netherlands,NLD,1/28/2020,0
New Zealand,NZL,1/28/2020,0
Nicaragua,NIC,1/28/2020,0
Niger,NER,1/28/2020,0
Nigeria,NGA,1/28/2020,0
North Macedonia,MKD,1/28/2020,0
Norway,NOR,1/28/2020,0
Oman,OMN,1/28/2020,0
Pakistan,PAK,1/28/2020,0
Panama,PAN,1/28/2020,0
Papua New Guinea,PNG,1/28/2020,0
Paraguay,PRY,1/28/2020,0
Peru,PER,1/28/2020,0
Philippines,PHL,1/28/2020,0
Poland,POL,1/28/2020,0
Portugal,PRT,1/28/2020,0
Qatar,QAT,1/28/2020,0
Romania,ROU,1/28/2020,0
Russia,RUS,1/28/2020,0
Rwanda,RWA,1/28/2020,0
Saint Kitts and Nevis,KNA,1/28/2020,0
Saint Lucia,LCA,1/28/2020,0
Saint Vincent and the Grenadines,VCT,1/28/2020,0
San Marino,SMR,1/28/2020,0
Sao Tome and Principe,STP,1/28/2020,0
Saudi Arabia,SAU,1/28/2020,0
Senegal,SEN,1/28/2020,0
Serbia,SRB,1/28/2020,0
Seychelles,SYC,1/28/2020,0
Sierra Leone,SLE,1/28/2020,0
Singapore,SGP,1/28/2020,7
Slovakia,SVK,1/28/2020,0
Slovenia,SVN,1/28/2020,0
Somalia,SOM,1/28/2020,0
South Africa,ZAF,1/28/2020,0
South Sudan,SSD,1/28/2020,0
Spain,ESP,1/28/2020,0
Sri Lanka,LKA,1/28/2020,1
Sudan,SDN,1/28/2020,0
Suriname,SUR,1/28/2020,0
Sweden,SWE,1/28/2020,0
Switzerland,CHE,1/28/2020,0
Syria,SYR,1/28/2020,0
Taiwan*,TWN,1/28/2020,8
Tanzania,TZA,1/28/2020,0
Thailand,THA,1/28/2020,14
Timor-Leste,TLS,1/28/2020,0
Togo,TGO,1/28/2020,0
Trinidad and Tobago,TTO,1/28/2020,0
Tunisia,TUN,1/28/2020,0
Turkey,TUR,1/28/2020,0
US,USA,1/28/2020,5
Uganda,UGA,1/28/2020,0
Ukraine,UKR,1/28/2020,0
United Arab Emirates,ARE,1/28/2020,0
United Kingdom,GBR,1/28/2020,0
Uruguay,URY,1/28/2020,0
Uzbekistan,UZB,1/28/2020,0
Venezuela,VEN,1/28/2020,0
Vietnam,VNM,1/28/2020,2
Western Sahara,ESH,1/28/2020,0
Yemen,YEM,1/28/2020,0
Zambia,ZMB,1/28/2020,0
Zimbabwe,ZWE,1/28/2020,0
Afghanistan,AFG,1/29/2020,0
Albania,ALB,1/29/2020,0
Algeria,DZA,1/29/2020,0
Andorra,AND,1/29/2020,0
Angola,AGO,1/29/2020,0
Antigua and Barbuda,ATG,1/29/2020,0
Argentina,ARG,1/29/2020,0
Armenia,ARM,1/29/2020,0
Australia,AUS,1/29/2020,6
Austria,AUT,1/29/2020,0
Azerbaijan,AZE,1/29/2020,0
Bahamas,BHS,1/29/2020,0
Bahrain,BHR,1/29/2020,0
Bangladesh,BGD,1/29/2020,0
Barbados,BRB,1/29/2020,0
Belarus,BLR,1/29/2020,0
Belgium,BEL,1/29/2020,0
Belize,BLZ,1/29/2020,0
Benin,BEN,1/29/2020,0
Bhutan,BTN,1/29/2020,0
Bolivia,BOL,1/29/2020,0
Bosnia and Herzegovina,BIH,1/29/2020,0
Botswana,BWA,1/29/2020,0
Brazil,BRA,1/29/2020,0
Brunei,BRN,1/29/2020,0
Bulgaria,BGR,1/29/2020,0
Burkina Faso,BFA,1/29/2020,0
Burma,BUM,1/29/2020,0
Burundi,BDI,1/29/2020,0
Cabo Verde,CPV,1/29/2020,0
Cambodia,KHM,1/29/2020,1
Cameroon,CMR,1/29/2020,0
Canada,CAN,1/29/2020,2
Central African Republic,CAF,1/29/2020,0
Chad,TCD,1/29/2020,0
Chile,CHL,1/29/2020,0
China,CHN,1/29/2020,6087
Colombia,COL,1/29/2020,0
Congo (Brazzaville),COG,1/29/2020,0
Congo (Kinshasa),COD,1/29/2020,0
Costa Rica,CRI,1/29/2020,0
Cote d'Ivoire,CIV,1/29/2020,0
Croatia,HRV,1/29/2020,0
Cuba,CUB,1/29/2020,0
Cyprus,CYP,1/29/2020,0
Czechia,CZE,1/29/2020,0
Denmark,DNK,1/29/2020,0
Djibouti,DJI,1/29/2020,0
Dominica,DMA,1/29/2020,0
Dominican Republic,DOM,1/29/2020,0
Ecuador,ECU,1/29/2020,0
Egypt,EGY,1/29/2020,0
El Salvador,SLV,1/29/2020,0
Equatorial Guinea,GNQ,1/29/2020,0
Eritrea,ERI,1/29/2020,0
Estonia,EST,1/29/2020,0
Eswatini,SWZ,1/29/2020,0
Ethiopia,ETH,1/29/2020,0
Fiji,FJI,1/29/2020,0
Finland,FIN,1/29/2020,1
France,FRA,1/29/2020,5
Gabon,GAB,1/29/2020,0
Gambia,GMB,1/29/2020,0
Georgia,GEO,1/29/2020,0
Germany,DEU,1/29/2020,4
Ghana,GHA,1/29/2020,0
Greece,GRC,1/29/2020,0
Grenada,GRD,1/29/2020,0
Guatemala,GTM,1/29/2020,0
Guinea,GIN,1/29/2020,0
Guinea-Bissau,GNB,1/29/2020,0
Guyana,GUY,1/29/2020,0
Haiti,HTI,1/29/2020,0
Holy See,VAT,1/29/2020,0
Honduras,HND,1/29/2020,0
Hungary,HUN,1/29/2020,0
Iceland,ISL,1/29/2020,0
India,IND,1/29/2020,0
Indonesia,IDN,1/29/2020,0
Iran,IRN,1/29/2020,0
Iraq,IRQ,1/29/2020,0
Ireland,IRL,1/29/2020,0
Israel,ISR,1/29/2020,0
Italy,ITA,1/29/2020,0
Jamaica,JAM,1/29/2020,0
Japan,JPN,1/29/2020,7
Jordan,JOR,1/29/2020,0
Kazakhstan,KAZ,1/29/2020,0
Kenya,KEN,1/29/2020,0
"Korea, South",KOR,1/29/2020,4
Kosovo,RKS,1/29/2020,0
Kuwait,KWT,1/29/2020,0
Kyrgyzstan,KGZ,1/29/2020,0
Laos,LAO,1/29/2020,0
Latvia,LVA,1/29/2020,0
Lebanon,LBN,1/29/2020,0
Liberia,LBR,1/29/2020,0
Libya,LBY,1/29/2020,0
Liechtenstein,LIE,1/29/2020,0
Lithuania,LTU,1/29/2020,0
Luxembourg,LUX,1/29/2020,0
Madagascar,MDG,1/29/2020,0
Malawi,MWI,1/29/2020,0
Malaysia,MYS,1/29/2020,7
Maldives,MDV,1/29/2020,0
Mali,MLI,1/29/2020,0
Malta,MLT,1/29/2020,0
Mauritania,MRT,1/29/2020,0
Mauritius,MUS,1/29/2020,0
Mexico,MEX,1/29/2020,0
Moldova,MDA,1/29/2020,0
Monaco,MCO,1/29/2020,0
Mongolia,MNG,1/29/2020,0
Montenegro,MNE,1/29/2020,0
Morocco,MAR,1/29/2020,0
Mozambique,MOZ,1/29/2020,0
Namibia,NAM,1/29/2020,0
Nepal,NPL,1/29/2020,1
Netherlands,NLD,1/29/2020,0
New Zealand,NZL,1/29/2020,0
Nicaragua,NIC,1/29/2020,0
Niger,NER,1/29/2020,0
Nigeria,NGA,1/29/2020,0
North Macedonia,MKD,1/29/2020,0
Norway,NOR,1/29/2020,0
Oman,OMN,1/29/2020,0
Pakistan,PAK,1/29/2020,0
Panama,PAN,1/29/2020,0
Papua New Guinea,PNG,1/29/2020,0
Paraguay,PRY,1/29/2020,0
Peru,PER,1/29/2020,0
Philippines,PHL,1/29/2020,0
Poland,POL,1/29/2020,0
Portugal,PRT,1/29/2020,0
Qatar,QAT,1/29/2020,0
Romania,ROU,1/29/2020,0
Russia,RUS,1/29/2020,0
Rwanda,RWA,1/29/2020,0
Saint Kitts and Nevis,KNA,1/29/2020,0
Saint Lucia,LCA,1/29/2020,0
Saint Vincent and the Grenadines,VCT,1/29/2020,0
San Marino,SMR,1/29/2020,0
Sao Tome and Principe,STP,1/29/2020,0
Saudi Arabia,SAU,1/29/2020,0
Senegal,SEN,1/29/2020,0
Serbia,SRB,1/29/2020,0
Seychelles,SYC,1/29/2020,0
Sierra Leone,SLE,1/29/2020,0
Singapore,SGP,1/29/2020,7
Slovakia,SVK,1/29/2020,0
Slovenia,SVN,1/29/2020,0
Somalia,SOM,1/29/2020,0
South Africa,ZAF,1/29/2020,0
South Sudan,SSD,1/29/2020,0
Spain,ESP,1/29/2020,0
Sri Lanka,LKA,1/29/2020,1
Sudan,SDN,1/29/2020,0
Suriname,SUR,1/29/2020,0
Sweden,SWE,1/29/2020,0
Switzerland,CHE,1/29/2020,0
Syria,SYR,1/29/2020,0
Taiwan*,TWN,1/29/2020,8
Tanzania,TZA,1/29/2020,0
Thailand,THA,1/29/2020,14
Timor-Leste,TLS,1/29/2020,0
Togo,TGO,1/29/2020,0
Trinidad and Tobago,TTO,1/29/2020,0
Tunisia,TUN,1/29/2020,0
Turkey,TUR,1/29/2020,0
US,USA,1/29/2020,5
Uganda,UGA,1/29/2020,0
Ukraine,UKR,1/29/2020,0
United Arab Emirates,ARE,1/29/2020,4
United Kingdom,GBR,1/29/2020,0
Uruguay,URY,1/29/2020,0
Uzbekistan,UZB,1/29/2020,0
Venezuela,VEN,1/29/2020,0
Vietnam,VNM,1/29/2020,2
Western Sahara,ESH,1/29/2020,0
Yemen,YEM,1/29/2020,0
Zambia,ZMB,1/29/2020,0
Zimbabwe,ZWE,1/29/2020,0
Afghanistan,AFG,1/30/2020,0
Albania,ALB,1/30/2020,0
Algeria,DZA,1/30/2020,0
Andorra,AND,1/30/2020,0
Angola,AGO,1/30/2020,0
Antigua and Barbuda,ATG,1/30/2020,0
Argentina,ARG,1/30/2020,0
Armenia,ARM,1/30/2020,0
Australia,AUS,1/30/2020,9
Austria,AUT,1/30/2020,0
Azerbaijan,AZE,1/30/2020,0
Bahamas,BHS,1/30/2020,0
Bahrain,BHR,1/30/2020,0
Bangladesh,BGD,1/30/2020,0
Barbados,BRB,1/30/2020,0
Belarus,BLR,1/30/2020,0
Belgium,BEL,1/30/2020,0
Belize,BLZ,1/30/2020,0
Benin,BEN,1/30/2020,0
Bhutan,BTN,1/30/2020,0
Bolivia,BOL,1/30/2020,0
Bosnia and Herzegovina,BIH,1/30/2020,0
Botswana,BWA,1/30/2020,0
Brazil,BRA,1/30/2020,0
Brunei,BRN,1/30/2020,0
Bulgaria,BGR,1/30/2020,0
Burkina Faso,BFA,1/30/2020,0
Burma,BUM,1/30/2020,0
Burundi,BDI,1/30/2020,0
